record,species,count,lat
27635,Wandering albatross sensu lato PL4,1,NA
27636,Cape petrel,2,NA
27637,Grey-faced petrel,12,NA
27638,Wandering albatross sensu lato PL2,2,NA
27639,Wandering albatross sensu lato PL3,2,NA
27640,Wandering albatross sensu lato PL4,1,NA
27641,Giant petrel sensu lato,1,NA
27642,Cape petrel,1,NA
27643,Grey-faced petrel,8,NA
27644,Wandering albatross sensu lato PL2,2,NA
27645,Wandering albatross sensu lato PL3,1,NA
27646,Wandering albatross sensu lato PL4,1,NA
27647,Grey-faced petrel,9,NA
27648,Wandering albatross sensu lato PL2,1,NA
27649,Wandering albatross sensu lato PL4,3,NA
27650,Black-browed albatross sensu lato SUBAD,4,NA
27651,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
27652,Grey-faced petrel,4,NA
27653,Wandering albatross sensu lato PL2,1,NA
27654,Wandering albatross sensu lato PL3,1,NA
27655,Wandering albatross sensu lato PL4,3,NA
27656,Black-browed albatross sensu lato SUBAD,4,NA
27657,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
27658,Cape petrel,3,NA
27659,Grey-faced petrel,6,NA
27660,Prion (unidentified),2,NA
27661,Wandering albatross sensu lato PL2,2,NA
27662,Wandering albatross sensu lato PL3,3,NA
27663,Wandering albatross sensu lato PL4,3,NA
27664,Black-browed albatross sensu lato AD,1,NA
27665,Cape petrel,3,NA
27666,Grey-faced petrel,6,NA
27667,Prion (unidentified),3,NA
27668,Wandering albatross sensu lato PL2,2,NA
27669,Wandering albatross sensu lato PL3,1,NA
27670,Cape petrel,2,NA
27671,Prion (unidentified),2,NA
27672,Wandering albatross sensu lato PL1,3,NA
27673,Wandering albatross sensu lato PL2,3,NA
27674,Wandering albatross sensu lato PL3,2,NA
27675,Wandering albatross sensu lato PL4,4,NA
27676,Black-browed albatross sensu lato AD,1,NA
27677,Black-browed albatross sensu lato SUBAD,1,NA
27678,Cape petrel,3,NA
27679,Grey-faced petrel,6,NA
27680,Prion (unidentified),4,NA
27681,Wandering albatross sensu lato PL1,4,NA
27682,Wandering albatross sensu lato PL2,3,NA
27683,Wandering albatross sensu lato PL3,3,NA
27684,Wandering albatross sensu lato PL4,4,NA
27685,Wandering albatross sensu lato PL5,2,NA
27686,Black-browed albatross sensu lato AD,2,NA
27687,Black-browed albatross sensu lato SUBAD,2,NA
27688,Cape petrel,3,NA
27689,Grey-faced petrel,7,NA
27690,Providence petrel,1,NA
27691,Prion (unidentified),6,NA
27692,Wandering albatross sensu lato PL1,1,NA
27693,Wandering albatross sensu lato PL2,2,NA
27694,Wandering albatross sensu lato PL3,2,NA
27695,Wandering albatross sensu lato PL4,2,NA
27696,Black-browed albatross sensu lato AD,1,NA
27697,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
27698,Giant petrel sensu lato,1,NA
27699,Cape petrel,3,NA
27700,Grey-faced petrel,4,NA
27701,White-headed petrel,1,NA
27702,Wandering albatross sensu lato PL2,2,NA
27703,Wandering albatross sensu lato PL3,2,NA
27704,Wandering albatross sensu lato PL4,1,NA
27705,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
27706,Cape petrel,2,NA
27707,Grey-faced petrel,2,NA
27708,Wandering albatross sensu lato PL2,3,NA
27709,Wandering albatross sensu lato PL3,2,NA
27710,Wandering albatross sensu lato PL4,2,NA
27711,Wandering albatross sensu lato PL5,1,NA
27712,Giant petrel sensu lato,1,NA
27713,Cape petrel,3,NA
27714,Grey-faced petrel,2,NA
27715,Wandering albatross sensu lato PL1,1,NA
27716,Wandering albatross sensu lato PL2,3,NA
27717,Wandering albatross sensu lato PL3,2,NA
27718,Wandering albatross sensu lato PL4,2,NA
27719,Wandering albatross sensu lato PL5,1,NA
27720,Cape petrel,6,NA
27721,Grey-faced petrel,1,NA
27722,Prion (unidentified),2,NA
27723,Wandering albatross sensu lato PL1,1,NA
27724,Wandering albatross sensu lato PL2,2,NA
27725,Wandering albatross sensu lato PL3,4,NA
27726,Wandering albatross sensu lato PL4,1,NA
27727,Black-browed albatross sensu lato SUBAD,1,NA
27728,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
27729,Giant petrel sensu lato,1,NA
27730,Cape petrel,4,NA
27731,Grey-faced petrel,3,NA
27732,Prion (unidentified),6,NA
27733,Wandering albatross sensu lato PL1,1,NA
27734,Wandering albatross sensu lato PL2,2,NA
27735,Wandering albatross sensu lato PL3,3,NA
27736,Wandering albatross sensu lato PL4,1,NA
27737,Black-browed albatross sensu lato SUBAD,1,NA
27738,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
27739,Giant petrel sensu lato,1,NA
27740,Cape petrel,4,NA
27741,Grey-faced petrel,2,NA
27742,Wandering albatross sensu lato PL1,1,NA
27743,Wandering albatross sensu lato PL2,2,NA
27744,Wandering albatross sensu lato PL3,2,NA
27745,Wandering albatross sensu lato PL4,1,NA
27746,Black-browed albatross sensu lato SUBAD,1,NA
27747,Yellow-nosed mollymawk sensu lato SUBAD,2,NA
27748,Giant petrel sensu lato,1,NA
27749,Cape petrel,4,NA
27750,Grey-faced petrel,2,NA
27751,Wandering albatross sensu lato PL1,1,NA
27752,Wandering albatross sensu lato PL2,2,NA
27753,Wandering albatross sensu lato PL3,2,NA
27754,Wandering albatross sensu lato PL4,1,NA
27755,Wandering albatross sensu lato PL5,1,NA
27756,Black-browed albatross sensu lato AD,1,NA
27757,Black-browed albatross sensu lato SUBAD,1,NA
27758,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
27759,Cape petrel,4,NA
27760,Grey-faced petrel,3,NA
27761,Prion (unidentified),2,NA
27762,Wandering albatross sensu lato PL1,1,NA
27763,Wandering albatross sensu lato PL2,2,NA
27764,Wandering albatross sensu lato PL3,3,NA
27765,Wandering albatross sensu lato PL4,2,NA
27766,Wandering albatross sensu lato PL5,1,NA
27767,Black-browed albatross sensu lato AD,1,NA
27768,Black-browed albatross sensu lato SUBAD,1,NA
27769,Cape petrel,4,NA
27770,Grey-faced petrel,3,NA
27771,Wandering albatross sensu lato PL1,1,NA
27772,Wandering albatross sensu lato PL2,2,NA
27773,Wandering albatross sensu lato PL3,2,NA
27774,Wandering albatross sensu lato PL4,2,NA
27775,Black-browed albatross sensu lato AD,1,NA
27776,Cape petrel,4,NA
27777,Grey-faced petrel,6,NA
27778,Wandering albatross sensu lato PL2,2,NA
27779,Wandering albatross sensu lato PL4,2,NA
27780,Black-browed albatross sensu lato AD,2,NA
27781,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
27782,Grey-faced petrel,2,NA
27783,Wandering albatross sensu lato PL2,3,NA
27784,Wandering albatross sensu lato PL4,2,NA
27785,Black-browed albatross sensu lato AD,2,NA
27786,Black-browed albatross sensu lato SUBAD,3,NA
27787,Giant petrel sensu lato,1,NA
27788,Cape petrel,2,NA
27789,Grey-faced petrel,3,NA
27790,Australasian gannet AD,1,NA
27791,Wandering albatross sensu lato PL2,3,NA
27792,Wandering albatross sensu lato PL4,1,NA
27793,Black-browed albatross sensu lato AD,2,NA
27794,Black-browed albatross sensu lato SUBAD,4,NA
27795,Cape petrel,4,NA
27796,Grey-faced petrel,2,NA
27797,Wandering albatross sensu lato PL1,1,NA
27798,Wandering albatross sensu lato PL2,3,NA
27799,Wandering albatross sensu lato PL4,1,NA
27800,Black-browed albatross sensu lato AD,3,NA
27801,Black-browed albatross sensu lato SUBAD,4,NA
27802,Cape petrel,4,NA
27803,Grey-faced petrel,3,NA
27804,Wandering albatross sensu lato PL1,3,NA
27805,Wandering albatross sensu lato PL2,3,NA
27806,Wandering albatross sensu lato PL4,1,NA
27807,Black-browed albatross sensu lato AD,3,NA
27808,Black-browed albatross sensu lato SUBAD,2,NA
27809,Prion (unidentified),3,NA
27810,Wandering albatross sensu lato PL1,2,NA
27811,Wandering albatross sensu lato PL2,3,NA
27812,Wandering albatross sensu lato PL3,1,NA
27813,Wandering albatross sensu lato PL4,1,NA
27814,Black-browed albatross sensu lato AD,3,NA
27815,Black-browed albatross sensu lato SUBAD,2,NA
27816,Cape petrel,3,NA
27817,Wandering albatross sensu lato PL1,3,NA
27818,Wandering albatross sensu lato PL2,3,NA
27819,Wandering albatross sensu lato PL3,2,NA
27820,Wandering albatross sensu lato PL4,1,NA
27821,Black-browed albatross sensu lato AD,5,NA
27822,Black-browed albatross sensu lato SUBAD,4,NA
27823,Giant petrel sensu lato,1,NA
27824,Cape petrel,3,NA
27825,Prion (unidentified),2,NA
27826,Wandering albatross sensu lato PL1,4,NA
27827,Wandering albatross sensu lato PL2,3,NA
27828,Wandering albatross sensu lato PL3,1,NA
27829,Wandering albatross sensu lato PL4,1,NA
27830,Black-browed albatross sensu lato AD,3,NA
27831,Black-browed albatross sensu lato SUBAD,3,NA
27832,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
27833,Giant petrel sensu lato,1,NA
27834,Cape petrel,3,NA
27835,Wandering albatross sensu lato PL1,3,NA
27836,Wandering albatross sensu lato PL2,2,NA
27837,Wandering albatross sensu lato PL4,1,NA
27838,Black-browed albatross sensu lato AD,1,NA
27839,Cape petrel,2,NA
27840,Wandering albatross sensu lato PL1,3,NA
27841,Wandering albatross sensu lato PL2,2,NA
27842,Wandering albatross sensu lato PL4,1,NA
27843,Black-browed albatross sensu lato AD,1,NA
27844,Black-browed albatross sensu lato SUBAD,1,NA
27845,Cape petrel,2,NA
27846,Wandering albatross sensu lato PL1,3,NA
27847,Wandering albatross sensu lato PL2,3,NA
27848,Wandering albatross sensu lato PL4,1,NA
27849,Black-browed albatross sensu lato AD,1,NA
27850,Black-browed albatross sensu lato SUBAD,1,NA
27851,Cape petrel,2,NA
27852,Wandering albatross sensu lato PL1,2,NA
27853,Wandering albatross sensu lato PL2,2,NA
27854,Wandering albatross sensu lato PL3,1,NA
27855,Wandering albatross sensu lato PL4,1,NA
27856,Black-browed albatross sensu lato AD,3,NA
27857,Black-browed albatross sensu lato SUBAD,2,NA
27858,Cape petrel,2,NA
27859,Grey-faced petrel,1,NA
27860,Wandering albatross sensu lato PL1,2,NA
27861,Wandering albatross sensu lato PL2,2,NA
27862,Wandering albatross sensu lato PL3,1,NA
27863,Wandering albatross sensu lato PL4,1,NA
27864,Black-browed albatross sensu lato AD,3,NA
27865,Black-browed albatross sensu lato SUBAD,3,NA
27866,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
27867,Cape petrel,2,NA
27868,Southern black-backed gull AD,6,NA
27869,Cape petrel,4,NA
27870,Westland / White-chinned petrel,2,NA
27871,Southern black-backed gull AD,4,NA
27872,Westland / White-chinned petrel,1,NA
27873,Southern black-backed gull AD,3,NA
27874,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
27875,Prion (unidentified),4,NA
27876,Southern black-backed gull SUBAD,4,NA
27877,Shy / white-capped / Salvin's /  Chatham mollymawk,4,NA
27878,Cape petrel,6,NA
27879,Prion (unidentified),50,NA
27880,Westland / White-chinned petrel,4,NA
27881,Southern black-backed gull AD,3,NA
27882,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
27883,Giant petrel sensu lato,1,NA
27884,Cape petrel,18,NA
27885,Westland / White-chinned petrel,3,NA
27886,Southern black-backed gull AD,6,NA
27887,Southern black-backed gull SUBAD,4,NA
27888,Wandering albatross sensu lato PL3,1,NA
27889,Black-browed albatross sensu lato AD,5,NA
27890,Cape petrel,3,NA
27891,Prion (unidentified),2,NA
27892,Wandering albatross sensu lato PL2,1,NA
27893,Wandering albatross sensu lato PL3,1,NA
27894,Black-browed albatross sensu lato AD,6,NA
27895,Cape petrel,3,NA
27896,Prion (unidentified),3,NA
27897,Wandering albatross sensu lato PL2,2,NA
27898,Wandering albatross sensu lato PL3,1,NA
27899,Black-browed albatross sensu lato AD,5,NA
27900,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
27901,Cape petrel,3,NA
27902,Grey-faced petrel,1,NA
27903,Prion (unidentified),50,NA
27904,Wandering albatross sensu lato PL1,1,NA
27905,Wandering albatross sensu lato PL2,1,NA
27906,Wandering albatross sensu lato PL3,2,NA
27907,Black-browed albatross sensu lato AD,4,NA
27908,Cape petrel,3,NA
27909,Grey-faced petrel,1,NA
27910,Prion (unidentified),6,NA
27911,Red-billed gull SUBAD,1,NA
27912,Wandering albatross sensu lato PL2,1,NA
27913,Wandering albatross sensu lato PL3,1,NA
27914,Black-browed albatross sensu lato AD,2,NA
27915,Cape petrel,3,NA
27916,Grey-faced petrel,1,NA
27917,Wandering albatross sensu lato PL1,1,NA
27918,Wandering albatross sensu lato PL2,2,NA
27919,Wandering albatross sensu lato PL3,2,NA
27920,Black-browed albatross sensu lato AD,2,NA
27921,Cape petrel,2,NA
27922,Grey-faced petrel,1,NA
27923,Wandering albatross sensu lato PL2,2,NA
27924,Wandering albatross sensu lato PL3,2,NA
27925,Black-browed albatross sensu lato AD,2,NA
27926,Cape petrel,2,NA
27927,Wandering albatross sensu lato PL2,3,NA
27928,Wandering albatross sensu lato PL3,3,NA
27929,Wandering albatross sensu lato PL4,1,NA
27930,Black-browed albatross sensu lato AD,2,NA
27931,Cape petrel,1,NA
27932,Grey-faced petrel,2,NA
27933,Prion (unidentified),2,NA
27934,Wandering albatross sensu lato PL2,3,NA
27935,Wandering albatross sensu lato PL3,3,NA
27936,Wandering albatross sensu lato PL4,2,NA
27937,Black-browed albatross sensu lato AD,3,NA
27938,Giant petrel sensu lato,1,NA
27939,Cape petrel,2,NA
27940,Grey-faced petrel,6,NA
27941,Prion (unidentified),6,NA
27942,Wandering albatross sensu lato PL1,2,NA
27943,Wandering albatross sensu lato PL2,5,NA
27944,Wandering albatross sensu lato PL3,3,NA
27945,Wandering albatross sensu lato PL4,3,NA
27946,Wandering albatross sensu lato PL5,1,NA
27947,Black-browed albatross sensu lato AD,3,NA
27948,Cape petrel,12,NA
27949,Grey-faced petrel,8,NA
27950,Prion (unidentified),6,NA
27951,Wandering albatross sensu lato PL1,2,NA
27952,Wandering albatross sensu lato PL2,5,NA
27953,Wandering albatross sensu lato PL3,3,NA
27954,Wandering albatross sensu lato PL4,2,NA
27955,Wandering albatross sensu lato PL5,1,NA
27956,Southern royal albatross,1,NA
27957,Black-browed albatross sensu lato AD,3,NA
27958,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
27959,Cape petrel,11,NA
27960,Grey-faced petrel,4,NA
27961,Prion (unidentified),3,NA
27962,Cape petrel,3,NA
27963,Grey-faced petrel,1,NA
27964,Prion (unidentified),2,NA
27965,Wandering albatross sensu lato PL2,1,NA
27966,Giant petrel sensu lato,1,NA
27967,Cape petrel,3,NA
27968,Grey-faced petrel,1,NA
27969,Wandering albatross sensu lato PL2,2,NA
27970,Wandering albatross sensu lato PL3,1,NA
27971,Black-browed albatross sensu lato AD,2,NA
27972,Giant petrel sensu lato,1,NA
27973,Cape petrel,3,NA
27974,Prion (unidentified),2,NA
27975,Wandering albatross sensu lato PL2,4,NA
27976,Wandering albatross sensu lato PL3,1,NA
27977,Wandering albatross sensu lato PL4,1,NA
27978,Black-browed albatross sensu lato AD,5,NA
27979,Black-browed albatross sensu lato SUBAD,1,NA
27980,Giant petrel sensu lato,1,NA
27981,Cape petrel,3,NA
27982,Grey-faced petrel,1,NA
27983,Prion (unidentified),20,NA
27984,Wandering albatross sensu lato PL2,4,NA
27985,Wandering albatross sensu lato PL3,1,NA
27986,Black-browed albatross sensu lato AD,5,NA
27987,Black-browed albatross sensu lato SUBAD,2,NA
27988,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
27989,Giant petrel sensu lato,1,NA
27990,Cape petrel,3,NA
27991,White-headed petrel,1,NA
27992,Prion (unidentified),12,NA
27993,Wandering albatross sensu lato PL2,2,NA
27994,Black-browed albatross sensu lato AD,2,NA
27995,Giant petrel sensu lato,1,NA
27996,Cape petrel,2,NA
27997,Prion (unidentified),2,NA
27998,Wandering albatross sensu lato PL2,1,NA
27999,Wandering albatross sensu lato PL3,1,NA
28000,Black-browed albatross sensu lato AD,2,NA
28001,Cape petrel,2,NA
28002,Wandering albatross sensu lato PL2,2,NA
28003,Wandering albatross sensu lato PL3,3,NA
28004,Cape petrel,2,NA
28005,Prion (unidentified),4,NA
28006,Wandering albatross sensu lato PL1,1,NA
28007,Wandering albatross sensu lato PL2,3,NA
28008,Wandering albatross sensu lato PL4,1,NA
28009,Black-browed albatross sensu lato AD,2,NA
28010,Cape petrel,6,NA
28011,Wandering albatross sensu lato PL1,1,NA
28012,Wandering albatross sensu lato PL2,2,NA
28013,Wandering albatross sensu lato PL3,1,NA
28014,Wandering albatross sensu lato PL4,1,NA
28015,Black-browed albatross sensu lato AD,4,NA
28016,Cape petrel,5,NA
28017,Wandering albatross sensu lato PL1,2,NA
28018,Wandering albatross sensu lato PL2,3,NA
28019,Wandering albatross sensu lato PL3,2,NA
28020,Wandering albatross sensu lato PL4,1,NA
28021,Black-browed albatross sensu lato AD,4,NA
28022,Black-browed albatross sensu lato SUBAD,2,NA
28023,Cape petrel,5,NA
28024,Prion (unidentified),2,NA
28025,Wandering albatross sensu lato PL2,2,NA
28026,Wandering albatross sensu lato PL3,1,NA
28027,Wandering albatross sensu lato PL4,1,NA
28028,Black-browed albatross sensu lato AD,1,NA
28029,Black-browed albatross sensu lato SUBAD,1,NA
28030,Grey-faced petrel,1,NA
28031,Wandering albatross sensu lato PL2,1,NA
28032,Wandering albatross sensu lato PL3,1,NA
28033,Wandering albatross sensu lato PL4,1,NA
28034,Black-browed albatross sensu lato AD,1,NA
28035,Black-browed albatross sensu lato SUBAD,2,NA
28036,Grey-faced petrel,2,NA
28037,Wandering albatross sensu lato PL3,2,NA
28038,Wandering albatross sensu lato PL4,1,NA
28039,Black-browed albatross sensu lato AD,1,NA
28040,Black-browed albatross sensu lato SUBAD,2,NA
28041,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
28042,Cape petrel,2,NA
28043,Providence petrel,1,NA
28044,Wandering albatross sensu lato PL3,3,NA
28045,Wandering albatross sensu lato PL4,1,NA
28046,Black-browed albatross sensu lato AD,2,NA
28047,Black-browed albatross sensu lato SUBAD,1,NA
28048,Cape petrel,2,NA
28049,Providence petrel,1,NA
28050,Prion (unidentified),2,NA
28051,Little shearwater,1,NA
28052,Wandering albatross sensu lato PL2,2,NA
28053,Wandering albatross sensu lato PL3,3,NA
28054,Wandering albatross sensu lato PL4,2,NA
28055,Black-browed albatross sensu lato AD,3,NA
28056,Black-browed albatross sensu lato SUBAD,2,NA
28057,Cape petrel,4,NA
28058,Providence petrel,1,NA
28059,Prion (unidentified),2,NA
28060,Wandering albatross sensu lato PL2,2,NA
28061,Wandering albatross sensu lato PL3,3,NA
28062,Wandering albatross sensu lato PL4,2,NA
28063,Black-browed albatross sensu lato AD,4,NA
28064,Black-browed albatross sensu lato SUBAD,3,NA
28065,Cape petrel,3,NA
28066,Prion (unidentified),2,NA
28067,Wandering albatross sensu lato PL3,3,NA
28068,Wandering albatross sensu lato PL4,2,NA
28069,Black-browed albatross sensu lato AD,5,NA
28070,Black-browed albatross sensu lato SUBAD,2,NA
28071,Cape petrel,4,NA
28072,Prion (unidentified),6,NA
28073,Wandering albatross sensu lato PL3,4,NA
28074,Wandering albatross sensu lato PL4,2,NA
28075,Black-browed albatross sensu lato AD,4,NA
28076,Black-browed albatross sensu lato SUBAD,3,NA
28077,Cape petrel,5,NA
28078,Wandering albatross sensu lato PL2,2,NA
28079,Wandering albatross sensu lato PL3,4,NA
28080,Wandering albatross sensu lato PL4,2,NA
28081,Black-browed albatross sensu lato AD,4,NA
28082,Black-browed albatross sensu lato SUBAD,2,NA
28083,Cape petrel,5,NA
28084,Prion (unidentified),9,NA
28085,Wandering albatross sensu lato PL2,2,NA
28086,Wandering albatross sensu lato PL3,4,NA
28087,Wandering albatross sensu lato PL4,2,NA
28088,Black-browed albatross sensu lato AD,3,NA
28089,Black-browed albatross sensu lato SUBAD,2,NA
28090,Giant petrel sensu lato,1,NA
28091,Cape petrel,8,NA
28092,Grey-faced petrel,3,NA
28093,Prion (unidentified),6,NA
28094,Wandering albatross sensu lato PL2,1,NA
28095,Wandering albatross sensu lato PL3,4,NA
28096,Wandering albatross sensu lato PL4,2,NA
28097,Black-browed albatross sensu lato AD,2,NA
28098,Black-browed albatross sensu lato SUBAD,1,NA
28099,Giant petrel sensu lato,1,NA
28100,Cape petrel,9,NA
28101,Wandering albatross sensu lato PL3,2,NA
28102,Wandering albatross sensu lato PL4,3,NA
28103,Black-browed albatross sensu lato AD,3,NA
28104,Black-browed albatross sensu lato SUBAD,4,NA
28105,Cape petrel,8,NA
28106,Grey-faced petrel,1,NA
28107,Wandering albatross sensu lato PL3,2,NA
28108,Wandering albatross sensu lato PL4,3,NA
28109,Black-browed albatross sensu lato AD,2,NA
28110,Black-browed albatross sensu lato SUBAD,3,NA
28111,Cape petrel,9,NA
28112,Grey-faced petrel,2,NA
28113,Wandering albatross sensu lato PL2,1,NA
28114,Wandering albatross sensu lato PL3,2,NA
28115,Wandering albatross sensu lato PL4,3,NA
28116,Black-browed albatross sensu lato AD,2,NA
28117,Black-browed albatross sensu lato SUBAD,3,NA
28118,Cape petrel,9,NA
28119,Grey-faced petrel,3,NA
28120,Prion (unidentified),2,NA
28121,Wandering albatross sensu lato PL1,1,NA
28122,Wandering albatross sensu lato PL3,1,NA
28123,Black-browed albatross sensu lato AD,2,NA
28124,Red-billed gull,7,NA
28125,Crested tern,2,NA
28126,Wandering albatross sensu lato PL1,1,NA
28127,Wandering albatross sensu lato PL2,1,NA
28128,Wandering albatross sensu lato PL3,1,NA
28129,Black-browed albatross sensu lato AD,2,NA
28130,Black-browed albatross sensu lato SUBAD,1,NA
28131,Subantarctic skua,1,NA
28132,Red-billed gull,8,NA
28133,Wandering albatross sensu lato PL2,1,NA
28134,Wandering albatross sensu lato PL3,1,NA
28135,Black-browed albatross sensu lato AD,3,NA
28136,Giant petrel sensu lato,1,NA
28137,Red-billed gull,3,NA
28138,Red-billed gull,5,NA
28139,Black-browed albatross sensu lato AD,3,NA
28140,Giant petrel sensu lato,1,NA
28141,Red-billed gull,25,NA
28142,Giant petrel sensu lato SUBAD,25,NA
28143,Wandering albatross sensu lato PL3,1,NA
28144,Black-browed albatross sensu lato AD,1,NA
28145,Wandering albatross sensu lato PL3,2,NA
28146,Black-browed albatross sensu lato AD,1,NA
28147,Wandering albatross sensu lato PL3,2,NA
28148,Black-browed albatross sensu lato AD,1,NA
28149,Wandering albatross sensu lato PL3,1,NA
28150,Wandering albatross sensu lato PL2,1,NA
28151,Wandering albatross sensu lato PL3,2,NA
28152,Black-browed albatross sensu lato AD,1,NA
28153,Wandering albatross sensu lato PL3,3,NA
28154,Black-browed albatross sensu lato AD,1,NA
28155,Prion (unidentified),1,NA
28156,Wandering albatross sensu lato PL1,1,NA
28157,Wandering albatross sensu lato PL3,2,NA
28158,Black-browed albatross sensu lato AD,1,NA
28159,White-headed petrel,1,NA
28160,Providence petrel,1,NA
28161,Prion (unidentified),1,NA
28162,Wandering albatross sensu lato PL1,1,NA
28163,Wandering albatross sensu lato PL3,2,NA
28164,Black-browed albatross sensu lato AD,1,NA
28165,White-headed petrel,1,NA
28166,Providence petrel,1,NA
28167,Prion (unidentified),2,NA
28168,Wandering albatross sensu lato PL3,2,NA
28169,Black-browed albatross sensu lato AD,2,NA
28170,Grey-faced petrel,1,NA
28171,White-headed petrel,100,NA
28172,Wandering albatross sensu lato PL2,1,NA
28173,Wandering albatross sensu lato PL3,2,NA
28174,Black-browed albatross sensu lato AD,2,NA
28175,Giant petrel sensu lato,1,NA
28176,Grey-faced petrel,1,NA
28177,White-headed petrel,150,NA
28178,Providence petrel,3,NA
28179,Wandering albatross sensu lato PL2,1,NA
28180,Wandering albatross sensu lato PL3,2,NA
28181,Black-browed albatross sensu lato AD,2,NA
28182,Giant petrel sensu lato,1,NA
28183,Grey-faced petrel,2,NA
28184,White-headed petrel,12,NA
28185,Providence petrel,1,NA
28186,Wandering albatross sensu lato PL3,1,NA
28187,Black-browed albatross sensu lato AD,2,NA
28188,Grey-faced petrel,1,NA
28189,White-headed petrel,2,NA
28190,Wandering albatross sensu lato PL3,1,NA
28191,Black-browed albatross sensu lato AD,2,NA
28192,White-headed petrel,1,NA
28193,Wandering albatross sensu lato PL2,1,NA
28194,Wandering albatross sensu lato PL3,2,NA
28195,Black-browed albatross sensu lato AD,2,NA
28196,Grey-faced petrel,1,NA
28197,Wandering albatross sensu lato PL1,2,NA
28198,Wandering albatross sensu lato PL2,3,NA
28199,Wandering albatross sensu lato PL3,2,NA
28200,Wandering albatross sensu lato PL4,2,NA
28201,Black-browed albatross sensu lato AD,5,NA
28202,Cape petrel,1,NA
28203,Grey-faced petrel,1,NA
28204,Prion (unidentified),120,NA
28205,Wandering albatross sensu lato PL1,1,NA
28206,Wandering albatross sensu lato PL2,2,NA
28207,Wandering albatross sensu lato PL3,1,NA
28208,Wandering albatross sensu lato PL4,2,NA
28209,Black-browed albatross sensu lato AD,3,NA
28210,Grey-faced petrel,1,NA
28211,Prion (unidentified),100,NA
28212,Wandering albatross sensu lato PL1,1,NA
28213,Wandering albatross sensu lato PL2,2,NA
28214,Wandering albatross sensu lato PL3,2,NA
28215,Wandering albatross sensu lato PL4,3,NA
28216,Wandering albatross sensu lato PL5,1,NA
28217,Black-browed albatross sensu lato AD,6,NA
28218,Cape petrel,8,NA
28219,Prion (unidentified),20,NA
28220,Wandering albatross sensu lato PL1,1,NA
28221,Wandering albatross sensu lato PL2,1,NA
28222,Wandering albatross sensu lato PL3,1,NA
28223,Wandering albatross sensu lato PL4,2,NA
28224,Black-browed albatross sensu lato AD,2,NA
28225,Cape petrel,4,NA
28226,Grey-faced petrel,1,NA
28227,White-headed petrel,2,NA
28228,Prion (unidentified),20,NA
28229,Wandering albatross sensu lato PL1,2,NA
28230,Wandering albatross sensu lato PL2,2,NA
28231,Wandering albatross sensu lato PL3,2,NA
28232,Wandering albatross sensu lato PL4,3,NA
28233,Black-browed albatross sensu lato AD,4,NA
28234,Cape petrel,3,NA
28235,Prion (unidentified),20,NA
28236,Wandering albatross sensu lato PL2,2,NA
28237,Wandering albatross sensu lato PL3,2,NA
28238,Wandering albatross sensu lato PL4,1,NA
28239,Wandering albatross sensu lato PL5,1,NA
28240,Southern royal albatross,1,NA
28241,Black-browed albatross sensu lato AD,6,NA
28242,Cape petrel,2,NA
28243,Grey-faced petrel,1,NA
28244,Wandering albatross sensu lato PL1,1,NA
28245,Wandering albatross sensu lato PL2,2,NA
28246,Wandering albatross sensu lato PL3,2,NA
28247,Wandering albatross sensu lato PL4,1,NA
28248,Wandering albatross sensu lato PL5,1,NA
28249,Black-browed albatross sensu lato AD,8,NA
28250,Cape petrel,5,NA
28251,Wandering albatross sensu lato PL2,1,NA
28252,Wandering albatross sensu lato PL3,1,NA
28253,Wandering albatross sensu lato PL4,1,NA
28254,Wandering albatross sensu lato PL5,1,NA
28255,Black-browed albatross sensu lato AD,8,NA
28256,Cape petrel,5,NA
28257,Grey-faced petrel,1,NA
28258,Wandering albatross sensu lato PL2,1,NA
28259,Wandering albatross sensu lato PL3,1,NA
28260,Black-browed albatross sensu lato AD,3,NA
28261,Cape petrel,3,NA
28262,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
28263,Cape petrel,3,NA
28264,Grey-faced petrel,2,NA
28265,Diving-petrel (unidentified),1,NA
28266,Wandering albatross sensu lato PL2,1,NA
28267,Black-browed albatross sensu lato AD,1,NA
28268,Cape petrel,3,NA
28269,Wandering albatross sensu lato PL2,2,NA
28270,Black-browed albatross sensu lato AD,5,NA
28271,Cape petrel,2,NA
28272,Grey-faced petrel,3,NA
28273,Wandering albatross sensu lato PL1,1,NA
