record,species,count,lat
28274,Shy / white-capped / Salvin's /  Chatham mollymawk,4,NA
28275,Cape petrel,40,NA
28276,Prion (unidentified),6,NA
28277,Wandering albatross sensu lato PL1,1,NA
28278,Wandering albatross sensu lato PL5,1,NA
28279,Shy / white-capped / Salvin's /  Chatham mollymawk,8,NA
28280,Giant petrel sensu lato,2,NA
28281,Cape petrel,20,NA
28282,Prion (unidentified),4,NA
28283,Wandering albatross sensu lato PL1,1,NA
28284,Shy / white-capped / Salvin's /  Chatham mollymawk,4,NA
28285,Giant petrel sensu lato,2,NA
28286,Cape petrel,25,NA
28287,Prion (unidentified),14,NA
28288,Wandering albatross sensu lato PL5,1,NA
28289,Shy / white-capped / Salvin's /  Chatham mollymawk,4,NA
28290,Giant petrel sensu lato,3,NA
28291,Cape petrel,20,NA
28292,Prion (unidentified),6,NA
28293,Westland / White-chinned petrel,1,NA
28294,Giant petrel sensu lato,1,NA
28295,Cape petrel,3,NA
28296,Wandering albatross sensu lato PL5,1,NA
28297,Giant petrel sensu lato,1,NA
28298,Cape petrel,4,NA
28299,Giant petrel sensu lato,1,NA
28300,Cape petrel,3,NA
28301,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
28302,Giant petrel sensu lato,2,NA
28303,Cape petrel,6,NA
28304,Giant petrel sensu lato,2,NA
28305,Cape petrel,2,NA
28306,Fluttering shearwater,100,NA
28307,Southern black-backed gull AD,NA,NA
28308,Southern black-backed gull SUBAD,NA,NA
28309,Southern black-backed gull,12,NA
28310,Red-billed gull,6,NA
28311,White-fronted tern,15,NA
28312,Prion (unidentified),40,NA
28313,Fluttering shearwater,7000,NA
28314,Little shearwater,2000,NA
28315,Diving-petrel (unidentified),2000,NA
28316,Fluttering shearwater,4,NA
28317,Southern black-backed gull AD,1,NA
28318,Southern black-backed gull SUBAD,1,NA
28319,Red-billed gull,1,NA
28320,[NO BIRDS RECORDED],NA,NA
28321,Prion (unidentified),1,NA
28322,Little shearwater,1,NA
28323,Diving-petrel (unidentified),3,NA
28324,Black-browed albatross sensu lato SUBAD,1,NA
28325,Fluttering shearwater,2,NA
28326,Little shearwater,3,NA
28327,Southern black-backed gull SUBAD,1,NA
28328,Black-browed albatross sensu lato SUBAD,1,NA
28329,Fluttering shearwater,2,NA
28330,Australasian gannet AD,1,NA
28331,Southern black-backed gull SUBAD,1,NA
28332,Black-browed albatross sensu lato SUBAD,1,NA
28333,Fluttering shearwater,1,NA
28334,Little shearwater,3,NA
28335,Diving-petrel (unidentified),1,NA
28336,Australasian gannet AD,2,NA
28337,Black-browed albatross sensu lato SUBAD,1,NA
28338,Prion (unidentified),20,NA
28339,Fluttering shearwater,6,NA
28340,Australasian gannet AD,1,NA
28341,Southern black-backed gull SUBAD,2,NA
28342,Black-browed albatross sensu lato SUBAD,1,NA
28343,Southern black-backed gull SUBAD,2,NA
28344,Black-browed albatross sensu lato SUBAD,1,NA
28345,Grey-faced petrel,22,NA
28346,Grey-faced petrel,15,NA
28347,Little shearwater,1,NA
28348,Grey-faced petrel,2,NA
28349,Prion (unidentified),1,NA
28350,Grey-faced petrel,1,NA
28351,Australasian gannet AD,2,NA
28352,Black-browed albatross sensu lato SUBAD,1,NA
28353,Grey-faced petrel,4,NA
28354,Prion (unidentified),3,NA
28355,Australasian gannet AD,1,NA
28356,Black-browed albatross sensu lato SUBAD,1,NA
28357,Yellow-nosed mollymawk sensu lato,1,NA
28358,Grey-faced petrel,4,NA
28359,Prion (unidentified),8,NA
28360,Australasian gannet AD,4,NA
28361,Black-browed albatross sensu lato AD,1,NA
28362,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
28363,Grey-faced petrel,4,NA
28364,Prion (unidentified),2,NA
28365,Australasian gannet AD,6,NA
28366,Black-browed albatross sensu lato AD,1,NA
28367,Black-browed albatross sensu lato SUBAD,1,NA
28368,Grey-faced petrel,8,NA
28369,Prion (unidentified),3,NA
28370,Diving-petrel (unidentified),6,NA
28371,Australasian gannet AD,8,NA
28372,Grey-faced petrel,4,NA
28373,Prion (unidentified),4,NA
28374,Australasian gannet AD,2,NA
28375,Wandering albatross sensu lato PL1,1,NA
28376,Grey-faced petrel,1,NA
28377,Wandering albatross sensu lato PL1,1,NA
28378,Wandering albatross sensu lato PL2,1,NA
28379,Grey-faced petrel,2,NA
28380,Wandering albatross sensu lato PL2,1,NA
28381,Wandering albatross sensu lato PL3,1,NA
28382,Black-browed albatross sensu lato AD,1,NA
28383,Prion (unidentified),2,NA
28384,Wandering albatross sensu lato PL1,1,NA
28385,Black-browed albatross sensu lato AD,1,NA
28386,Cape petrel,2,NA
28387,Grey-faced petrel,1,NA
28388,Wandering albatross sensu lato PL1,1,NA
28389,Wandering albatross sensu lato PL2,1,NA
28390,Wandering albatross sensu lato PL2,1,NA
28391,Wandering albatross sensu lato PL1,1,NA
28392,Wandering albatross sensu lato PL3,1,NA
28393,Black-browed albatross sensu lato AD,1,NA
28394,Grey-faced petrel,1,NA
28395,Black-browed albatross sensu lato AD,1,NA
28396,Grey-faced petrel,4,NA
28397,Prion (unidentified),1,NA
28398,Australasian gannet AD,1,NA
28399,Wandering albatross sensu lato PL1,1,NA
28400,Grey-faced petrel,1,NA
28401,Prion (unidentified),1,NA
28402,Australasian gannet AD,1,NA
28403,Grey-faced petrel,2,NA
28404,Wandering albatross sensu lato PL3,1,NA
28405,Cape petrel,1,NA
28406,Grey-faced petrel,2,NA
28407,Prion (unidentified),1,NA
28408,Wandering albatross sensu lato PL3,2,NA
28409,Grey-faced petrel,2,NA
28410,Wandering albatross sensu lato PL1,1,NA
28411,Wandering albatross sensu lato PL2,1,NA
28412,Wandering albatross sensu lato PL3,2,NA
28413,Southern royal albatross,1,NA
28414,Grey-faced petrel,1,NA
28415,Prion (unidentified),1,NA
28416,Wandering albatross sensu lato PL1,2,NA
28417,Wandering albatross sensu lato PL2,1,NA
28418,Wandering albatross sensu lato PL3,2,NA
28419,Grey-faced petrel,1,NA
28420,Wandering albatross sensu lato PL2,1,NA
28421,Grey-faced petrel,4,NA
28422,Wandering albatross sensu lato PL2,1,NA
28423,Australasian gannet AD,2,NA
28424,Wandering albatross sensu lato PL2,1,NA
28425,Wandering albatross sensu lato PL3,1,NA
28426,Cape petrel,4,NA
28427,Grey-faced petrel,2,NA
28428,Prion (unidentified),50,NA
28429,Wandering albatross sensu lato PL1,1,NA
28430,Wandering albatross sensu lato PL2,2,NA
28431,Wandering albatross sensu lato PL3,3,NA
28432,Cape petrel,3,NA
28433,Wandering albatross sensu lato PL2,1,NA
28434,Wandering albatross sensu lato PL3,1,NA
28435,Cape petrel,1,NA
28436,Grey-faced petrel,5,NA
28437,White-headed petrel,20,NA
28438,Prion (unidentified),4,NA
28439,Wandering albatross sensu lato PL3,1,NA
28440,Cape petrel,2,NA
28441,Grey-faced petrel,3,NA
28442,White-headed petrel,50,NA
28443,Prion (unidentified),3,NA
28444,Wandering albatross sensu lato PL2,1,NA
28445,Wandering albatross sensu lato PL3,1,NA
28446,Cape petrel,1,NA
28447,Grey-faced petrel,4,NA
28448,Prion (unidentified),2,NA
28449,Wandering albatross sensu lato PL3,1,NA
28450,Black-browed albatross sensu lato AD,1,NA
28451,Cape petrel,1,NA
28452,Grey-faced petrel,1,NA
28453,White-headed petrel,1,NA
28454,Wandering albatross sensu lato PL3,1,NA
28455,Cape petrel,1,NA
28456,Grey-faced petrel,3,NA
28457,White-headed petrel,1,NA
28458,Wandering albatross sensu lato PL3,1,NA
28459,Cape petrel,2,NA
28460,Grey-faced petrel,1,NA
28461,White-headed petrel,1,NA
28462,Prion (unidentified),1,NA
28463,Wandering albatross sensu lato PL3,1,NA
28464,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
28465,Cape petrel,2,NA
28466,Grey-faced petrel,2,NA
28467,Prion (unidentified),1,NA
28468,Wandering albatross sensu lato PL2,2,NA
28469,Wandering albatross sensu lato PL3,1,NA
28470,Wandering albatross sensu lato PL4,1,NA
28471,Cape petrel,1,NA
28472,Grey-faced petrel,1,NA
28473,White-headed petrel,1,NA
28474,Prion (unidentified),2,NA
28475,Wandering albatross sensu lato PL2,1,NA
28476,Wandering albatross sensu lato PL3,1,NA
28477,Wandering albatross sensu lato PL4,1,NA
28478,Cape petrel,1,NA
28479,Wandering albatross sensu lato PL2,1,NA
28480,White-headed petrel,1,NA
28481,Wandering albatross sensu lato PL2,1,NA
28482,Grey-faced petrel,1,NA
28483,Wandering albatross sensu lato PL3,1,NA
28484,Prion (unidentified),1,NA
28485,Grey-faced petrel,1,NA
28486,Prion (unidentified),3,NA
28487,White-headed petrel,1,NA
28488,[NO BIRDS RECORDED],NA,NA
28489,Grey-faced petrel,3,NA
28490,[NO BIRDS RECORDED],NA,NA
28491,Black-browed albatross sensu lato AD,1,NA
28492,Cape petrel,1,NA
28493,Grey-faced petrel,1,NA
28494,Providence petrel,1,NA
28495,Grey-faced petrel,2,NA
28496,White-headed petrel,4,NA
28497,Grey-faced petrel,3,NA
28498,White-headed petrel,1,NA
28499,Subantarctic skua AD,1,NA
28500,Wandering albatross sensu lato PL3,1,NA
28501,Grey-faced petrel,4,NA
28502,White-headed petrel,3,NA
28503,Providence petrel,1,NA
28504,Wandering albatross sensu lato PL3,2,NA
28505,Grey-faced petrel,3,NA
28506,White-headed petrel,2,NA
28507,Grey-faced petrel,2,NA
28508,White-headed petrel,3,NA
28509,Wandering albatross sensu lato PL3,1,NA
28510,Grey-faced petrel,2,NA
28511,White-headed petrel,3,NA
28512,Black-browed albatross sensu lato SUBAD,1,NA
28513,Grey-faced petrel,2,NA
28514,Black-browed albatross sensu lato AD,1,NA
28515,Grey-faced petrel,1,NA
28516,Providence petrel,2,NA
28517,Australasian gannet AD,1,NA
28518,Providence petrel,4,NA
28519,Grey-faced petrel,1,NA
28520,Prion (unidentified),11,NA
28521,Australasian gannet AD,3,NA
28522,Providence petrel,1,NA
28523,Australasian gannet AD,2,NA
28524,Australasian gannet AD,2,NA
28525,Prion (unidentified),1,NA
28526,Australasian gannet AD,3,NA
28527,Australasian gannet AD,1,NA
28528,Providence petrel,1,NA
28529,Australasian gannet AD,3,NA
28530,Grey-faced petrel,2,NA
28531,Australasian gannet AD,1,NA
28532,Australasian gannet SUBAD,1,NA
28533,Australasian gannet AD,4,NA
28534,Subantarctic skua,2,NA
28535,Red-billed gull,1,NA
28536,Black-browed albatross sensu lato SUBAD,1,NA
28537,Giant petrel sensu lato JUV,1,NA
28538,Australasian gannet AD,3,NA
28539,Subantarctic skua,2,NA
28540,Red-billed gull,15,NA
28541,Crested tern,2,NA
28542,Black-browed albatross sensu lato SUBAD,1,NA
28543,Giant petrel sensu lato,1,NA
28544,Grey-faced petrel,2,NA
28545,Australasian gannet AD,2,NA
28546,Subantarctic skua,2,NA
28547,Red-billed gull,30,NA
28548,Black-browed albatross sensu lato SUBAD,3,NA
28549,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
28550,Subantarctic skua,1,NA
28551,Red-billed gull,15,NA
28552,Wandering albatross sensu lato PL3,1,NA
28553,Black-browed albatross sensu lato SUBAD,2,NA
28554,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
28555,Australasian gannet AD,2,NA
28556,Subantarctic skua,1,NA
28557,Red-billed gull,15,NA
28558,Australasian gannet AD,1,NA
28559,Red-billed gull,7,NA
28560,Red-billed gull,14,NA
28561,Australasian gannet AD,2,NA
28562,Subantarctic skua,1,NA
28563,Wandering albatross sensu lato PL2,1,NA
28564,Australasian gannet,1,NA
28565,Red-billed gull,15,NA
28566,Crested tern,1,NA
28567,Australasian gannet AD,4,NA
28568,Red-billed gull,1,NA
28569,[NO BIRDS RECORDED],NA,NA
28570,Wandering albatross sensu lato PL1,1,NA
28571,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
28572,Australasian gannet AD,1,NA
28573,Wandering albatross sensu lato PL2,1,NA
28574,Wandering albatross sensu lato PL3,1,NA
28575,Prion (unidentified),1,NA
28576,Wandering albatross sensu lato PL3,1,NA
28577,Black-browed albatross sensu lato SUBAD,3,NA
28578,Subantarctic skua,1,NA
28579,Crested tern,1,NA
28580,Wandering albatross sensu lato PL3,1,NA
28581,Wandering albatross sensu lato PL4,1,NA
28582,Royal albatross sensu lato,2,NA
28583,Black-browed albatross sensu lato SUBAD,3,NA
28584,Giant petrel sensu lato,1,NA
28585,Cape petrel,1,NA
28586,Australasian gannet,1,NA
28587,Subantarctic skua,5,NA
28588,Red-billed gull,15,NA
28589,Black-browed albatross sensu lato SUBAD,4,NA
28590,Yellow-nosed mollymawk sensu lato,1,NA
28591,Subantarctic skua,5,NA
28592,Red-billed gull,8,NA
28593,Crested tern,1,NA
28594,Wandering albatross sensu lato PL4,1,NA
28595,Yellow-nosed mollymawk sensu lato,1,NA
28596,Giant petrel sensu lato,1,NA
28597,Australasian gannet AD,1,NA
28598,Subantarctic skua,3,NA
28599,Red-billed gull,3,NA
28600,Crested tern,2,NA
28601,Subantarctic skua,3,NA
28602,Red-billed gull,12,NA
28603,Crested tern,1,NA
28604,Giant petrel sensu lato,1,NA
28605,Subantarctic skua,2,NA
28606,Red-billed gull,15,NA
28607,Wandering albatross sensu lato PL1,1,NA
28608,Wandering albatross sensu lato PL2,1,NA
28609,Wandering albatross sensu lato PL3,1,NA
28610,Black-browed albatross sensu lato AD,2,NA
28611,Black-browed albatross sensu lato SUBAD,1,NA
28612,Grey-faced petrel,6,NA
28613,Wandering albatross sensu lato PL1,1,NA
28614,Wandering albatross sensu lato PL2,1,NA
28615,Wandering albatross sensu lato PL3,1,NA
28616,Black-browed albatross sensu lato AD,2,NA
28617,Black-browed albatross sensu lato SUBAD,1,NA
28618,Grey-faced petrel,2,NA
28619,Wandering albatross sensu lato PL1,1,NA
28620,Wandering albatross sensu lato PL2,3,NA
28621,Wandering albatross sensu lato PL3,1,NA
28622,Wandering albatross sensu lato PL4,1,NA
28623,Black-browed albatross sensu lato AD,3,NA
28624,Black-browed albatross sensu lato SUBAD,2,NA
28625,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
28626,Cape petrel,3,NA
28627,Grey-faced petrel,6,NA
28628,Prion (unidentified),3,NA
28629,Wandering albatross sensu lato PL2,3,NA
28630,Wandering albatross sensu lato PL3,3,NA
28631,Wandering albatross sensu lato PL4,2,NA
28632,Black-browed albatross sensu lato AD,2,NA
28633,Black-browed albatross sensu lato SUBAD,1,NA
28634,Cape petrel,2,NA
28635,Grey-faced petrel,3,NA
28636,Wandering albatross sensu lato PL1,2,NA
28637,Wandering albatross sensu lato PL2,3,NA
28638,Wandering albatross sensu lato PL3,2,NA
28639,Wandering albatross sensu lato PL4,2,NA
28640,Black-browed albatross sensu lato AD,3,NA
28641,Black-browed albatross sensu lato SUBAD,2,NA
28642,Cape petrel,3,NA
28643,White-headed petrel,1,NA
28644,Wandering albatross sensu lato PL1,2,NA
28645,Wandering albatross sensu lato PL2,3,NA
28646,Wandering albatross sensu lato PL3,2,NA
28647,Wandering albatross sensu lato PL4,1,NA
28648,Black-browed albatross sensu lato AD,2,NA
28649,Black-browed albatross sensu lato SUBAD,2,NA
28650,Giant petrel sensu lato,1,NA
28651,Cape petrel,3,NA
28652,Grey-faced petrel,2,NA
28653,White-headed petrel,1,NA
28654,Prion (unidentified),1,NA
28655,Wandering albatross sensu lato PL1,3,NA
28656,Wandering albatross sensu lato PL2,3,NA
28657,Wandering albatross sensu lato PL3,2,NA
28658,Wandering albatross sensu lato PL4,1,NA
28659,Black-browed albatross sensu lato AD,2,NA
28660,Black-browed albatross sensu lato SUBAD,2,NA
28661,Cape petrel,6,NA
28662,Grey-faced petrel,5,NA
28663,White-headed petrel,1,NA
28664,Providence petrel,1,NA
28665,Wandering albatross sensu lato PL1,5,NA
28666,Wandering albatross sensu lato PL2,5,NA
28667,Wandering albatross sensu lato PL3,2,NA
28668,Wandering albatross sensu lato PL4,1,NA
28669,Black-browed albatross sensu lato SUBAD,3,NA
28670,Cape petrel,4,NA
28671,Grey-faced petrel,8,NA
28672,Providence petrel,3,NA
28673,Australasian gannet AD,1,NA
28674,Wandering albatross sensu lato PL1,5,NA
28675,Wandering albatross sensu lato PL2,4,NA
28676,Wandering albatross sensu lato PL3,1,NA
28677,Wandering albatross sensu lato PL4,1,NA
28678,Black-browed albatross sensu lato AD,1,NA
28679,Cape petrel,5,NA
28680,Grey-faced petrel,6,NA
28681,Providence petrel,1,NA
28682,Wandering albatross sensu lato PL2,2,NA
28683,Grey-faced petrel,2,NA
28684,White-headed petrel,1,NA
28685,Wandering albatross sensu lato PL2,1,NA
28686,Grey-faced petrel,1,NA
28687,White-headed petrel,1,NA
28688,Wandering albatross sensu lato PL2,1,NA
28689,Grey-faced petrel,1,NA
28690,White-headed petrel,2,NA
28691,Prion (unidentified),2,NA
28692,Cape petrel,1,NA
28693,Grey-faced petrel,2,NA
28694,Providence petrel,1,NA
28695,Prion (unidentified),1,NA
28696,Wandering albatross sensu lato PL2,1,NA
28697,Black-browed albatross sensu lato AD,1,NA
28698,Cape petrel,1,NA
28699,Grey-faced petrel,2,NA
28700,Wandering albatross sensu lato PL2,1,NA
28701,Black-browed albatross sensu lato SUBAD,1,NA
28702,Yellow-nosed mollymawk sensu lato SUBAD,1,NA
28703,Cape petrel,1,NA
28704,Grey-faced petrel,5,NA
28705,White-headed petrel,2,NA
28706,Prion (unidentified),2,NA
28707,Black-browed albatross sensu lato SUBAD,1,NA
28708,Grey-faced petrel,8,NA
28709,Providence petrel,1,NA
28710,Prion (unidentified),2,NA
28711,Wandering albatross sensu lato PL2,1,NA
28712,Black-browed albatross sensu lato SUBAD,1,NA
28713,Cape petrel,1,NA
28714,Grey-faced petrel,8,NA
28715,Prion (unidentified),5,NA
28716,Wandering albatross sensu lato PL2,1,NA
28717,Grey-faced petrel,1,NA
28718,Wandering albatross sensu lato PL1,1,NA
28719,Wandering albatross sensu lato PL2,1,NA
28720,Giant petrel sensu lato JUV,1,NA
28721,Cape petrel,3,NA
28722,Grey-faced petrel,9,NA
28723,Prion (unidentified),1,NA
28724,Wandering albatross sensu lato PL2,1,NA
28725,Black-browed albatross sensu lato SUBAD,1,NA
28726,Giant petrel sensu lato JUV,1,NA
28727,Cape petrel,2,NA
28728,Grey-faced petrel,9,NA
28729,Prion (unidentified),2,NA
28730,Wandering albatross sensu lato PL2,1,NA
28731,Giant petrel sensu lato,1,NA
28732,Cape petrel,3,NA
28733,Grey-faced petrel,20,NA
28734,Wandering albatross sensu lato PL2,1,NA
28735,Wandering albatross sensu lato PL4,1,NA
28736,Cape petrel,3,NA
28737,Grey-faced petrel,12,NA
28738,Wandering albatross sensu lato PL1,1,NA
28739,Wandering albatross sensu lato PL2,1,NA
28740,Wandering albatross sensu lato PL4,1,NA
28741,Black-browed albatross sensu lato SUBAD,1,NA
28742,Cape petrel,2,NA
28743,Grey-faced petrel,8,NA
28744,White-headed petrel,1,NA
28745,Prion (unidentified),20,NA
28746,Wandering albatross sensu lato PL1,1,NA
28747,Wandering albatross sensu lato PL2,1,NA
28748,Wandering albatross sensu lato PL4,1,NA
28749,Black-browed albatross sensu lato SUBAD,2,NA
28750,Cape petrel,2,NA
28751,Grey-faced petrel,18,NA
28752,Wandering albatross sensu lato PL1,1,NA
28753,Wandering albatross sensu lato PL2,1,NA
28754,Wandering albatross sensu lato PL3,1,NA
28755,Wandering albatross sensu lato PL4,1,NA
28756,Black-browed albatross sensu lato SUBAD,1,NA
28757,Cape petrel,2,NA
28758,Grey-faced petrel,24,NA
28759,Prion (unidentified),26,NA
28760,Wandering albatross sensu lato PL2,2,NA
28761,Wandering albatross sensu lato PL3,2,NA
28762,Prion (unidentified),2,NA
28763,Wandering albatross sensu lato PL2,2,NA
28764,Wandering albatross sensu lato PL3,3,NA
28765,Wandering albatross sensu lato PL4,1,NA
28766,Wandering albatross sensu lato PL3,1,NA
28767,Grey-faced petrel,1,NA
28768,Prion (unidentified),4,NA
28769,Wandering albatross sensu lato PL1,1,NA
28770,Wandering albatross sensu lato PL4,1,NA
28771,Wandering albatross sensu lato PL1,1,NA
28772,Wandering albatross sensu lato PL2,1,NA
28773,Wandering albatross sensu lato PL4,1,NA
28774,Black-browed albatross sensu lato SUBAD,1,NA
28775,Prion (unidentified),2,NA
28776,Wandering albatross sensu lato PL3,2,NA
28777,Wandering albatross sensu lato PL4,1,NA
28778,Black-browed albatross sensu lato SUBAD,1,NA
28779,Prion (unidentified),2,NA
28780,Wandering albatross sensu lato PL3,1,NA
28781,Wandering albatross sensu lato PL4,1,NA
28782,Black-browed albatross sensu lato SUBAD,1,NA
28783,Wandering albatross sensu lato PL1,1,NA
28784,Wandering albatross sensu lato PL3,1,NA
